0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0009870529174804688
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1,1,0.0010192394256591797
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.0010287761688232422
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.000978231430053711
2,0,0.0
3,0,0.0
3,0,0.0009999275207519531
3,0,0.0
3,0,0.0
3,0,0.0
3,0,0.0
3,0,0.0019762516021728516
3,0,0.0009915828704833984
3,0,0.0
3,0,0.0
4,2,0.001008749008178711
4,2,0.001004934310913086
4,2,0.0009870529174804688
4,2,0.00099945068359375
4,2,0.0010061264038085938
4,2,0.0009832382202148438
4,2,0.00099945068359375
4,2,0.002005338668823242
4,2,0.0
4,2,0.0
5,10,0.004997730255126953
5,10,0.004023075103759766
5,10,0.003972053527832031
5,10,0.003997802734375
5,10,0.003997087478637695
5,10,0.004998683929443359
5,10,0.004996538162231445
5,10,0.003996849060058594
5,10,0.00299835205078125
5,10,0.0039975643157958984
6,4,0.025985240936279297
6,4,0.023987293243408203
6,4,0.024996042251586914
6,4,0.023974895477294922
6,4,0.02499532699584961
6,4,0.024976015090942383
6,4,0.025995254516601562
6,4,0.024996280670166016
6,4,0.024975299835205078
6,4,0.024985790252685547
7,40,0.18289518356323242
7,40,0.17190122604370117
7,40,0.17189621925354004
7,40,0.1748828887939453
7,40,0.18189549446105957
7,40,0.17090225219726562
7,40,0.17091155052185059
7,40,0.17390108108520508
7,40,0.16988658905029297
7,40,0.17191147804260254
8,92,1.398200511932373
8,92,1.4271838665008545
8,92,1.394202470779419
8,92,1.3922035694122314
8,92,1.3952021598815918
8,92,1.397200345993042
8,92,1.413191556930542
8,92,1.450193166732788
8,92,1.3991994857788086
8,92,1.4541778564453125
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0010128021240234375
0,0,0.0
0,0,0.0
1,1,0.000986337661743164
1,1,0.0009989738464355469
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0010046958923339844
1,1,0.0
1,1,0.0
1,1,0.0
1,1,0.0
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.0009922981262207031
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.0
2,0,0.0
3,0,0.00099945068359375
3,0,0.0010170936584472656
3,0,0.0
3,0,0.0
3,0,0.00099945068359375
3,0,0.0
3,0,0.0010135173797607422
3,0,0.0
3,0,0.0009882450103759766
3,0,0.0
4,2,0.0010058879852294922
4,2,0.0010008811950683594
4,2,0.0
4,2,0.0009882450103759766
4,2,0.0010089874267578125
4,2,0.001990079879760742
4,2,0.0
4,2,0.0020024776458740234
4,2,0.0
4,2,0.0
5,10,0.004990577697753906
5,10,0.003997325897216797
5,10,0.003997802734375
5,10,0.004997730255126953
5,10,0.005996227264404297
5,10,0.003997087478637695
5,10,0.003997802734375
5,10,0.003997802734375
5,10,0.0039980411529541016
5,10,0.005005359649658203
6,4,0.029987335205078125
6,4,0.023983478546142578
6,4,0.024991512298583984
6,4,0.02496957778930664
6,4,0.02499556541442871
6,4,0.02499246597290039
6,4,0.025969505310058594
6,4,0.030980825424194336
6,4,0.024985313415527344
6,4,0.023986339569091797
7,40,0.1739180088043213
7,40,0.1708848476409912
7,40,0.16791415214538574
7,40,0.16790390014648438
7,40,0.16690444946289062
7,40,0.17190170288085938
7,40,0.17191243171691895
7,40,0.1678926944732666
7,40,0.17090201377868652
7,40,0.1689140796661377
8,92,1.3922052383422852
8,92,1.3931865692138672
8,92,1.3952124118804932
8,92,1.387200117111206
8,92,1.4011883735656738
8,92,1.4082109928131104
8,92,1.4341788291931152
8,92,1.39119291305542
8,92,1.39717435836792
8,92,1.397216558456421
9,352,13.218421936035156
9,352,13.146490573883057
9,352,13.346349477767944
9,352,13.7261483669281
9,352,13.349364042282104
9,352,13.192447423934937
9,352,13.098491191864014
9,352,13.085499286651611
9,352,13.49027681350708
9,352,13.294394731521606
10,724,138.21293711662292
10,724,134.8818588256836
10,724,135.25463557243347
10,724,135.11973404884338
10,724,135.02397656440735
10,724,135.20366883277893
10,724,135.2286558151245
